inputs,targets
thursday 13 december 2018,2018-12-13
15/12/2012,2012-12-15
26 february 2013,2013-02-26
dec 22 2008,2008-12-22
monday september 1 2008,2008-09-01
11/11/2008,2008-11-11
13 feb 1985,1985-02-13
4/11/06,2006-04-11
2/25/90,1990-02-25
01/12/1995,1995-12-01
sat 4 jul 2015,2015-07-04
thu 25 jul 1974,1974-07-25
21 april 2000,2000-04-21
sat 22 jun 2002,2002-06-22
08/05/1971,1971-05-08
tuesday february 6 1996,1996-02-06
tuesday 8 february 2000,2000-02-08
nov 24 1997,1997-11-24
november 6 2012,2012-11-06
thu 16 jul 1992,1992-07-16
april 1 1995,1995-04-01
27 sep 1990,1990-09-27
tuesday 6 january 1987,1987-01-06
thursday 29 november 1990,1990-11-29
monday march 10 1986,1986-03-10
friday november 14 1980,1980-11-14
jul 4 1997,1997-07-04
9/24/86,1986-09-24
sep 16 2013,2013-09-16
wed 9 jun 1971,1971-06-09
19/01/2016,2016-01-19
16 july 1978,1978-07-16
1/24/08,2008-01-24
7/1/12,2012-07-01
01/03/1975,1975-03-01
25 apr 1987,1987-04-25
wednesday may 15 1991,1991-05-15
7 aug 1980,1980-08-07
sep 26 1998,1998-09-26
sat 6 apr 1991,1991-04-06
july 15 1971,1971-07-15
8 may 2021,2021-05-08
thursday 8 april 1976,1976-04-08
30 may 1987,1987-05-30
tuesday 21 june 2011,2011-06-21
saturday 25 march 1995,1995-03-25
01/12/2014,2014-12-01
sun 31 oct 1976,1976-10-31
15 aug 1993,1993-08-15
10/1/89,1989-10-01
24/08/1976,1976-08-24
april 20 2010,2010-04-20
wed 11 nov 1998,1998-11-11
wed 6 aug 2008,2008-08-06
13 aug 2016,2016-08-13
saturday 1 february 1986,1986-02-01
9 june 1980,1980-06-09
january 4 1984,1984-01-04
fri 14 nov 1975,1975-11-14
24/04/2010,2010-04-24
saturday 10 july 2021,2021-07-10
sun 7 may 1995,1995-05-07
friday 20 september 2002,2002-09-20
29 aug 1982,1982-08-29
26/08/1983,1983-08-26
7 apr 2014,2014-04-07
tuesday 24 may 1988,1988-05-24
wednesday february 8 1995,1995-02-08
29 aug 2006,2006-08-29
february 3 2019,2019-02-03
3/11/06,2006-03-11
sunday may 6 2012,2012-05-06
thursday september 9 1999,1999-09-09
mon 9 jul 2012,2012-07-09
fri 18 sep 2009,2009-09-18
may 8 2009,2009-05-08
mar 1 1990,1990-03-01
11 june 1995,1995-06-11
april 15 1985,1985-04-15
14/01/1981,1981-01-14
monday august 24 2015,2015-08-24
26/02/2018,2018-02-26
3 aug 1977,1977-08-03
28/09/1973,1973-09-28
saturday january 18 1992,1992-01-18
february 2 1972,1972-02-02
august 4 1997,1997-08-04
25 january 1972,1972-01-25
wed 20 jun 2001,2001-06-20
thursday october 31 2019,2019-10-31
2 oct 1975,1975-10-02
19 aug 2007,2007-08-19
18 august 2011,2011-08-18
7 may 1977,1977-05-07
16 jun 2000,2000-06-16
10/01/1980,1980-01-10
9 july 1975,1975-07-09
sep 3 2019,2019-09-03
oct 22 2009,2009-10-22
thursday 19 december 1991,1991-12-19
thursday november 15 2007,2007-11-15
oct 1 2013,2013-10-01
8 june 1977,1977-06-08
1/7/19,2019-01-07
monday december 9 2013,2013-12-09
19/03/1995,1995-03-19
15/03/2005,2005-03-15
sunday 14 september 2014,2014-09-14
tuesday 14 august 1990,1990-08-14
tuesday july 8 1980,1980-07-08
mon 9 oct 2006,2006-10-09
11 may 1992,1992-05-11
august 18 1981,1981-08-18
friday october 20 1995,1995-10-20
1/17/76,1976-01-17
29 july 1987,1987-07-29
mon 4 apr 2005,2005-04-04
4 january 2016,2016-01-04
november 25 2002,2002-11-25
monday may 2 2011,2011-05-02
17 october 1975,1975-10-17
04/12/2015,2015-12-04
march 6 2018,2018-03-06
saturday 4 june 1988,1988-06-04
17/05/2019,2019-05-17
17 jan 1976,1976-01-17
tuesday 28 december 1993,1993-12-28
dec 9 1976,1976-12-09
apr 22 2014,2014-04-22
26 feb 1988,1988-02-26
sun 15 jan 2012,2012-01-15
1 oct 1988,1988-10-01
23 jul 1992,1992-07-23
wed 22 sep 1982,1982-09-22
june 23 2013,2013-06-23
wed 23 apr 1975,1975-04-23
may 12 2002,2002-05-12
friday january 29 2021,2021-01-29
12/7/20,2020-12-07
monday february 8 1971,1971-02-08
oct 1 2000,2000-10-01
sep 18 2007,2007-09-18
aug 7 1976,1976-08-07
friday 21 january 2022,2022-01-21
tuesday november 24 2020,2020-11-24
wed 11 jul 2018,2018-07-11
20 may 1973,1973-05-20
mon 16 sep 2013,2013-09-16
oct 31 1992,1992-10-31
january 15 2009,2009-01-15
11/17/03,2003-11-17
tuesday 7 december 1976,1976-12-07
may 23 2012,2012-05-23
monday 8 january 2007,2007-01-08
jan 8 2014,2014-01-08
tuesday september 29 1981,1981-09-29
jul 24 2010,2010-07-24
monday 27 april 2009,2009-04-27
march 13 2017,2017-03-13
wed 11 jun 1986,1986-06-11
wednesday 6 may 2015,2015-05-06
thursday 11 july 1996,1996-07-11
thu 7 mar 2019,2019-03-07
27 march 2012,2012-03-27
november 6 2012,2012-11-06
monday august 19 1991,1991-08-19
25/09/2016,2016-09-25
saturday october 24 1992,1992-10-24
april 23 2002,2002-04-23
8 aug 1984,1984-08-08
19 september 1980,1980-09-19
may 27 1996,1996-05-27
27/09/1982,1982-09-27
7/4/95,1995-07-04
nov 24 2001,2001-11-24
july 24 1986,1986-07-24
wednesday september 1 1999,1999-09-01
24 october 1974,1974-10-24
02/05/1975,1975-05-02
23/06/2001,2001-06-23
wed 27 mar 2013,2013-03-27
apr 12 1975,1975-04-12
16 july 2008,2008-07-16
sep 22 2018,2018-09-22
jun 22 2000,2000-06-22
16/11/1987,1987-11-16
monday july 10 2017,2017-07-10
mar 17 2020,2020-03-17
10 june 1970,1970-06-10
13/11/2021,2021-11-13
8/25/76,1976-08-25
tuesday october 2 1979,1979-10-02
jan 14 1976,1976-01-14
10/05/1987,1987-05-10
thursday 21 october 1993,1993-10-21
november 25 2004,2004-11-25
14 feb 1981,1981-02-14
april 20 1984,1984-04-20
14 jun 2021,2021-06-14
monday january 16 1978,1978-01-16
sunday 29 march 1998,1998-03-29
tue 19 aug 1986,1986-08-19
nov 6 1990,1990-11-06
5 apr 2016,2016-04-05
tue 23 apr 1991,1991-04-23
tue 8 jun 1993,1993-06-08
fri 17 jun 1983,1983-06-17
28 july 1971,1971-07-28
10/20/86,1986-10-20
20 september 1990,1990-09-20
sunday september 7 1975,1975-09-07
saturday june 7 1986,1986-06-07
17/02/1984,1984-02-17
sunday april 13 1975,1975-04-13
thu 16 jul 1992,1992-07-16
jan 4 2010,2010-01-04
mon 20 mar 1978,1978-03-20
sat 21 mar 1992,1992-03-21
january 7 1998,1998-01-07
08/01/1976,1976-01-08
thu 25 jan 2007,2007-01-25
july 19 2003,2003-07-19
7 november 1972,1972-11-07
26/02/2000,2000-02-26
10/05/1996,1996-05-10
9/9/90,1990-09-09
sep 6 1993,1993-09-06
wed 13 mar 1996,1996-03-13
saturday april 29 2000,2000-04-29
tuesday august 31 1999,1999-08-31
12/29/10,2010-12-29
jun 23 1987,1987-06-23
tuesday 24 september 2019,2019-09-24
17 january 2003,2003-01-17
18 november 1975,1975-11-18
26 jan 1980,1980-01-26
sunday 3 april 2022,2022-04-03
22 nov 2012,2012-11-22
25 november 1992,1992-11-25
tuesday june 27 2006,2006-06-27
25/01/1980,1980-01-25
tue 13 may 1980,1980-05-13
april 3 2004,2004-04-03
07/02/2022,2022-02-07
monday may 16 1994,1994-05-16
15 may 1983,1983-05-15
sep 5 2013,2013-09-05
09/02/1972,1972-02-09
march 5 2021,2021-03-05
nov 18 2017,2017-11-18
7/18/19,2019-07-18
tue 12 nov 1991,1991-11-12
nov 25 1983,1983-11-25
20 november 1978,1978-11-20
monday january 30 2012,2012-01-30
25 jan 2021,2021-01-25
fri 26 aug 1988,1988-08-26
saturday 15 may 1999,1999-05-15
oct 21 2007,2007-10-21
20/01/1974,1974-01-20
april 8 1999,1999-04-08
6/27/96,1996-06-27
20 september 1976,1976-09-20
october 20 1980,1980-10-20
27 october 2002,2002-10-27
4/17/72,1972-04-17
21/11/2012,2012-11-21
feb 4 2015,2015-02-04
21 may 1997,1997-05-21
may 18 2014,2014-05-18
17 oct 1999,1999-10-17
1 june 1995,1995-06-01
wednesday 13 may 1992,1992-05-13
friday 14 april 1972,1972-04-14
12/17/88,1988-12-17
07/08/2017,2017-08-07
friday 13 may 2022,2022-05-13
28 march 1990,1990-03-28
april 15 2002,2002-04-15
jun 2 1981,1981-06-02
13 jan 1987,1987-01-13
sun 26 jun 2022,2022-06-26
sunday 13 july 2003,2003-07-13
15 may 2006,2006-05-15
11/21/91,1991-11-21
thu 1 aug 1996,1996-08-01
29/06/1970,1970-06-29
september 1 2010,2010-09-01
monday 27 may 2002,2002-05-27
25 july 2008,2008-07-25
23/05/2011,2011-05-23
21 june 1985,1985-06-21
7 jun 2011,2011-06-07
14 aug 1973,1973-08-14
9/13/10,2010-09-13
13 aug 1988,1988-08-13
tuesday 9 march 1993,1993-03-09
tuesday 9 january 1979,1979-01-09
monday 15 february 1971,1971-02-15
jun 25 1985,1985-06-25
01/03/1988,1988-03-01
25/06/1998,1998-06-25
24/10/2002,2002-10-24
1/12/76,1976-01-12
07/09/2016,2016-09-07
tuesday 26 july 1977,1977-07-26
16 sep 2009,2009-09-16
23 mar 1993,1993-03-23
august 11 2013,2013-08-11
4 oct 1972,1972-10-04
wed 17 may 1989,1989-05-17
tuesday november 22 1988,1988-11-22
wednesday 3 august 1988,1988-08-03
09/06/1995,1995-06-09
2 feb 1982,1982-02-02
friday august 21 1998,1998-08-21
28/08/2006,2006-08-28
friday 6 april 2018,2018-04-06
1 october 2001,2001-10-01
sunday 30 october 2011,2011-10-30
monday august 26 2019,2019-08-26
friday january 29 1971,1971-01-29
3/30/14,2014-03-30
sunday 7 october 2007,2007-10-07
sun 16 sep 2007,2007-09-16
fri 24 feb 1978,1978-02-24
8/1/18,2018-08-01
mon 30 jan 1995,1995-01-30
may 30 1981,1981-05-30
3/12/72,1972-03-12
29/12/2001,2001-12-29
06/09/2010,2010-09-06
06/07/2004,2004-07-06
jul 2 1994,1994-07-02
mon 23 may 2011,2011-05-23
wednesday august 29 1973,1973-08-29
12/24/71,1971-12-24
20 february 1988,1988-02-20
11/23/86,1986-11-23
june 18 1988,1988-06-18
mar 30 1978,1978-03-30
23/06/2015,2015-06-23
thursday may 31 2018,2018-05-31
wednesday july 1 2015,2015-07-01
april 3 1977,1977-04-03
5/31/90,1990-05-31
september 25 2001,2001-09-25
1/17/13,2013-01-17
sat 5 jul 1997,1997-07-05
tuesday december 27 1977,1977-12-27
sunday april 23 2017,2017-04-23
friday april 23 1982,1982-04-23
wednesday july 7 1999,1999-07-07
wednesday 9 april 1986,1986-04-09
december 18 1975,1975-12-18
august 24 1995,1995-08-24
15/10/1988,1988-10-15
10 october 1978,1978-10-10
22 oct 2009,2009-10-22
16/07/2009,2009-07-16
february 28 2004,2004-02-28
dec 14 1985,1985-12-14
tuesday november 14 2017,2017-11-14
december 20 1979,1979-12-20
dec 12 2002,2002-12-12
thu 1 aug 2002,2002-08-01
11/15/92,1992-11-15
monday november 8 2010,2010-11-08
15 march 1979,1979-03-15
10/22/03,2003-10-22
1/4/73,1973-01-04
february 11 1992,1992-02-11
friday march 9 1979,1979-03-09
6/2/79,1979-06-02
3/19/16,2016-03-19
5 january 1986,1986-01-05
monday 27 july 2015,2015-07-27
thursday july 13 2017,2017-07-13
7/2/06,2006-07-02
monday january 27 1992,1992-01-27
9 jul 1990,1990-07-09
18 jan 2016,2016-01-18
monday june 25 2001,2001-06-25
13 dec 1993,1993-12-13
7 october 2011,2011-10-07
mon 14 aug 1978,1978-08-14
saturday december 26 1970,1970-12-26
december 8 1996,1996-12-08
18/10/1985,1985-10-18
11 apr 1976,1976-04-11
april 17 2003,2003-04-17
february 11 2020,2020-02-11
28/08/1994,1994-08-28
fri 25 nov 1977,1977-11-25
10/3/83,1983-10-03
9 november 1983,1983-11-09
29 jun 2010,2010-06-29
5/21/77,1977-05-21
sat 22 apr 2017,2017-04-22
wednesday 13 january 1971,1971-01-13
wednesday 16 january 1985,1985-01-16
thursday march 28 2002,2002-03-28
april 7 1994,1994-04-07
26 oct 1998,1998-10-26
nov 27 2013,2013-11-27
september 26 2018,2018-09-26
sunday november 24 1974,1974-11-24
29 july 2003,2003-07-29
saturday 14 february 1998,1998-02-14
12/5/90,1990-12-05
12 jun 1994,1994-06-12
23 sep 1991,1991-09-23
7/27/82,1982-07-27
2/5/18,2018-02-05
mon 24 mar 2008,2008-03-24
2/8/98,1998-02-08
13 sep 2011,2011-09-13
2/16/22,2022-02-16
5 october 2009,2009-10-05
12 july 1978,1978-07-12
saturday october 25 1975,1975-10-25
friday 16 july 1976,1976-07-16
aug 29 1983,1983-08-29
tuesday october 19 1971,1971-10-19
jan 28 2010,2010-01-28
sunday 29 october 1978,1978-10-29
15 apr 2000,2000-04-15
tue 7 oct 2014,2014-10-07
10 feb 1993,1993-02-10
sep 4 1981,1981-09-04
july 2 2008,2008-07-02
9 july 1975,1975-07-09
mon 5 aug 2019,2019-08-05
september 5 1995,1995-09-05
21 june 1987,1987-06-21
sat 10 sep 1994,1994-09-10
fri 14 jul 1995,1995-07-14
april 18 1975,1975-04-18
apr 5 2002,2002-04-05
saturday august 21 1993,1993-08-21
fri 25 dec 1981,1981-12-25
11 november 2015,2015-11-11
4/21/86,1986-04-21
thursday august 30 2018,2018-08-30
saturday 30 october 2010,2010-10-30
8 december 2010,2010-12-08
sun 6 nov 1988,1988-11-06
february 14 1982,1982-02-14
2/26/18,2018-02-26
31/08/2011,2011-08-31
mar 19 2019,2019-03-19
monday 18 april 1994,1994-04-18
july 6 1980,1980-07-06
10 jul 2016,2016-07-10
monday 9 september 1985,1985-09-09
5/24/83,1983-05-24
28/12/1993,1993-12-28
22 aug 2019,2019-08-22
sunday 29 may 1994,1994-05-29
29/05/2012,2012-05-29
16 september 2020,2020-09-16
9/23/95,1995-09-23
9/21/86,1986-09-21
16 april 1980,1980-04-16
september 8 2021,2021-09-08
aug 6 2008,2008-08-06
14 oct 1970,1970-10-14
friday 22 november 1991,1991-11-22
16/05/1977,1977-05-16
6/6/78,1978-06-06
thu 6 feb 2020,2020-02-06
12 june 2020,2020-06-12
friday 8 june 2007,2007-06-08
4/22/79,1979-04-22
03/01/2013,2013-01-03
4/13/99,1999-04-13
monday 27 january 1986,1986-01-27
apr 6 2015,2015-04-06
7/12/89,1989-07-12
thursday may 20 1976,1976-05-20
19 may 1982,1982-05-19
28 jun 1972,1972-06-28
tuesday april 21 1970,1970-04-21
4 jun 2013,2013-06-04
sat 13 jan 1990,1990-01-13
16/08/2000,2000-08-16
26/07/2006,2006-07-26
sun 4 mar 2001,2001-03-04
29 january 1997,1997-01-29
apr 11 1978,1978-04-11
apr 20 2011,2011-04-20
mon 7 dec 2015,2015-12-07
30 may 1974,1974-05-30
29 jun 2020,2020-06-29
wed 21 oct 1981,1981-10-21
monday may 20 2002,2002-05-20
27 september 1974,1974-09-27
20 jun 2019,2019-06-20
thursday may 9 1991,1991-05-09
january 1 2007,2007-01-01
07/11/1972,1972-11-07
sunday march 19 2000,2000-03-19
2/16/99,1999-02-16
monday 1 february 1993,1993-02-01
wed 13 dec 2017,2017-12-13
05/10/1981,1981-10-05
oct 30 1993,1993-10-30
4/30/21,2021-04-30
wednesday march 22 1995,1995-03-22
wednesday november 1 2017,2017-11-01
14 july 1991,1991-07-14
apr 16 1989,1989-04-16
thursday september 14 2017,2017-09-14
9 may 1973,1973-05-09
14 march 2004,2004-03-14
aug 2 1997,1997-08-02
9 jun 2018,2018-06-09
13/08/1987,1987-08-13
july 4 2005,2005-07-04
19 mar 1999,1999-03-19
thursday 22 february 2018,2018-02-22
sunday 9 april 1989,1989-04-09
friday 20 september 1996,1996-09-20
25 apr 2013,2013-04-25
8 february 2014,2014-02-08
thursday may 15 2008,2008-05-15
20/11/2007,2007-11-20
sun 29 nov 1981,1981-11-29
may 28 1986,1986-05-28
2 mar 1987,1987-03-02
july 4 1994,1994-07-04
saturday may 30 1998,1998-05-30
28 nov 2012,2012-11-28
19 nov 1992,1992-11-19
15 august 1980,1980-08-15
8/10/15,2015-08-10
mar 15 1970,1970-03-15
5/6/74,1974-05-06
february 1 1989,1989-02-01
10 january 1982,1982-01-10
tuesday 2 september 2008,2008-09-02
jun 8 2012,2012-06-08
september 14 2013,2013-09-14
16 july 2001,2001-07-16
10 may 1973,1973-05-10
sat 25 mar 2006,2006-03-25
5/31/92,1992-05-31
tuesday 27 december 1983,1983-12-27
friday 11 may 2007,2007-05-11
19/03/1998,1998-03-19
1 december 2018,2018-12-01
11 jan 1979,1979-01-11
november 1 2016,2016-11-01
wed 10 jan 1990,1990-01-10
29/10/2021,2021-10-29
tuesday 7 june 2022,2022-06-07
dec 21 1991,1991-12-21
20 feb 2016,2016-02-20
tuesday 16 june 1998,1998-06-16
august 27 1999,1999-08-27
3/24/82,1982-03-24
18 jun 2001,2001-06-18
thu 30 mar 1978,1978-03-30
31/01/2003,2003-01-31
1/27/15,2015-01-27
fri 20 feb 2004,2004-02-20
20 apr 2009,2009-04-20
18 sep 2016,2016-09-18
january 12 1983,1983-01-12
friday may 4 1979,1979-05-04
23 october 2020,2020-10-23
nov 1 2002,2002-11-01
december 1 1993,1993-12-01
11/26/79,1979-11-26
sunday january 25 2004,2004-01-25
tuesday 9 december 2008,2008-12-09
01/01/1992,1993-01-01
16 may 1970,1970-05-16
1/28/84,1984-01-28
4/23/99,1999-04-23
fri 8 oct 1993,1993-10-08
friday june 3 2005,2005-06-03
august 10 2012,2012-08-10
december 20 1988,1988-12-20
mar 30 2001,2001-03-30
wed 18 nov 2009,2009-11-18
april 8 1986,1986-04-08
2/23/05,2005-02-23
9/1/72,1972-09-01
4 nov 1998,1998-11-04
sat 5 sep 1987,1987-09-05
wed 30 sep 1970,1970-09-30
may 8 1989,1989-05-08
13 january 2021,2021-01-13
thursday 27 july 1989,1989-07-27
26 jun 1984,1984-06-26
12 october 2013,2013-10-12
friday april 30 1976,1976-04-30
friday 18 february 2000,2000-02-18
sunday 11 july 1982,1982-07-11
7/6/11,2011-07-06
21/02/1988,1988-02-21
4 mar 1975,1975-03-04
nov 4 2005,2005-11-04
14 mar 2003,2003-03-14
dec 1 1978,1978-12-01
29/04/1977,1977-04-29
saturday september 3 1983,1983-09-03
21 july 1970,1970-07-21
november 23 1978,1978-11-23
tuesday 4 april 1978,1978-04-04
10/8/70,1970-10-08
fri 1 oct 2021,2021-10-01
22 oct 1970,1970-10-22
03/06/1971,1971-06-03
26 mar 1997,1997-03-26
tuesday 24 february 1976,1976-02-24
january 17 1975,1975-01-17
19/09/1975,1975-09-19
24 april 1987,1987-04-24
nov 28 1976,1976-11-28
tue 1 jun 1976,1976-06-01
28/02/1999,1999-02-28
jun 10 2021,2021-06-10
15/08/2011,2011-08-15
21 december 1976,1976-12-21
08/08/2012,2012-08-08
thursday 28 november 1974,1974-11-28
sunday 25 august 2013,2013-08-25
saturday december 24 2005,2005-12-24
friday january 20 1989,1989-01-20
nov 26 2000,2000-11-26
27 december 1991,1991-12-27
sunday june 26 1983,1983-06-26
5/1/83,1983-05-01
mon 13 jun 1994,1994-06-13
5/6/02,2002-05-06
16/10/2009,2009-10-16
14 august 2007,2007-08-14
sat 28 apr 1990,1990-04-28
3/17/05,2005-03-17
saturday 29 january 1972,1972-01-29
21 oct 2007,2007-10-21
thursday 14 march 1991,1991-03-14
17/01/1982,1982-01-17
tue 3 jan 1978,1978-01-03
sun 1 nov 2020,2020-11-01
26 may 2005,2005-05-26
monday 15 july 2019,2019-07-15
18/10/2016,2016-10-18
saturday 19 december 1970,1970-12-19
sunday 19 october 1975,1975-10-19
29 august 2009,2009-08-29
monday december 10 1973,1973-12-10
22 oct 1978,1978-10-22
12 jul 1992,1992-07-12
fri 29 aug 1975,1975-08-29
mar 2 2001,2001-03-02
6/16/91,1991-06-16
tue 13 dec 2005,2005-12-13
nov 10 1987,1987-11-10
sunday february 4 1996,1996-02-04
sun 11 apr 1971,1971-04-11
28/12/2012,2012-12-28
oct 30 1996,1996-10-30
9/20/94,1994-09-20
jul 13 2013,2013-07-13
april 22 1973,1973-04-22
sunday may 22 2016,2016-05-22
may 4 2012,2012-05-04
4/18/74,1974-04-18
10 feb 2009,2009-02-10
29 feb 1972,1972-02-29
nov 7 1981,1981-11-07
16 jan 2005,2005-01-16
01/09/2018,2018-09-01
sep 16 2005,2005-09-16
5/24/79,1979-05-24
oct 30 2011,2011-10-30
jul 24 1987,1987-07-24
02/11/1988,1988-11-02
25 january 1974,1974-01-25
friday november 7 1986,1986-11-07
saturday october 7 1978,1978-10-07
wednesday november 21 2001,2001-11-21
january 11 1990,1990-01-11
monday february 2 2015,2015-02-02
9 april 1995,1995-04-09
wed 2 jan 1980,1980-01-02
7/13/95,1995-07-13
saturday 24 february 1990,1990-02-24
7 january 2020,2020-01-07
16 aug 1976,1976-08-16
november 18 2005,2005-11-18
sunday 30 april 2006,2006-04-30
23 sep 2014,2014-09-23
friday november 24 1972,1972-11-24
23 may 1986,1986-05-23
sun 26 jun 2011,2011-06-26
15/01/2004,2004-01-15
sunday april 21 1974,1974-04-21
23 december 1984,1984-12-23
monday 4 november 1974,1974-11-04
tuesday august 29 1978,1978-08-29
thu 14 jan 1988,1988-01-14
10/28/88,1988-10-28
11 jun 1976,1976-06-11
8/24/92,1992-08-24
jul 6 1998,1998-07-06
october 3 2021,2021-10-03
02/02/1990,1990-02-02
10 may 1999,1999-05-10
dec 11 1997,1997-12-11
19 february 1985,1985-02-19
29 jan 2001,2001-01-29
08/08/1982,1982-08-08
june 30 1977,1977-06-30
13/05/2016,2016-05-13
friday 24 february 2012,2012-02-24
16 march 2004,2004-03-16
22 feb 2011,2011-02-22
jun 29 2002,2002-06-29
25 july 1979,1979-07-25
saturday 26 november 1983,1983-11-26
26 february 1973,1973-02-26
4/10/12,2012-04-10
saturday september 15 2012,2012-09-15
24 february 2005,2005-02-24
26/02/2007,2007-02-26
sat 3 mar 1990,1990-03-03
thursday 7 december 1995,1995-12-07
sat 8 jul 1972,1972-07-08
wed 3 dec 1975,1975-12-03
15/12/2004,2004-12-15
aug 13 1971,1971-08-13
saturday june 23 1984,1984-06-23
tuesday august 16 1977,1977-08-16
saturday october 14 2000,2000-10-14
august 6 1974,1974-08-06
14 january 1978,1978-01-14
monday march 8 2004,2004-03-08
january 2 1971,1971-01-02
15 october 1986,1986-10-15
thursday september 23 2004,2004-09-23
dec 9 1993,1993-12-09
3/24/02,2002-03-24
sun 23 jan 1983,1983-01-23
october 6 1984,1984-10-06
9 dec 1992,1992-12-09
08/07/1975,1975-07-08
10 december 1974,1974-12-10
14/06/1996,1996-06-14
22 february 2016,2016-02-22
monday 26 february 2001,2001-02-26
fri 15 sep 2000,2000-09-15
sun 18 sep 2005,2005-09-18
june 17 2007,2007-06-17
10/09/1985,1985-09-10
25 nov 1982,1982-11-25
may 20 2015,2015-05-20
07/06/2002,2002-06-07
feb 14 2017,2017-02-14
06/04/1994,1994-04-06
24/03/1985,1985-03-24
september 13 2012,2012-09-13
thu 5 sep 1985,1985-09-05
2/25/10,2010-02-25
thursday 4 march 2004,2004-03-04
oct 24 1983,1983-10-24
01/10/2001,2001-10-01
1 november 1971,1971-11-01
5/2/04,2004-05-02
2 feb 1998,1998-02-02
12 jun 1975,1975-06-12
friday december 31 1982,1982-12-31
1/6/12,2012-01-06
wednesday 6 october 1976,1976-10-06
apr 14 2016,2016-04-14
10/5/15,2015-10-05
jun 12 2005,2005-06-12
thursday january 8 2009,2009-01-08
9/9/08,2008-09-09
3/30/88,1988-03-30
1 march 1995,1995-03-01
friday 30 june 2000,2000-06-30
03/01/1989,1989-01-03
22 sep 2013,2013-09-22
thursday 2 december 2010,2010-12-02
thursday 27 july 1978,1978-07-27
january 13 2000,2000-01-13
mar 20 2013,2013-03-20
friday 9 may 1980,1980-05-09
08/08/2016,2016-08-08
monday 9 february 1981,1981-02-09
30/07/1979,1979-07-30
6/16/75,1975-06-16
february 4 1975,1975-02-04
may 25 1977,1977-05-25
january 29 2020,2020-01-29
mar 12 1976,1976-03-12
24/04/1999,1999-04-24
june 28 1974,1974-06-28
sat 26 mar 2011,2011-03-26
aug 12 1993,1993-08-12
aug 18 2008,2008-08-18
tuesday 17 december 2002,2002-12-17
sunday 15 september 1996,1996-09-15
sunday march 20 1994,1994-03-20
21/04/2021,2021-04-21
jan 3 1978,1978-01-03
7/1/22,2022-07-01
23/12/2001,2001-12-23
04/03/1997,1997-03-04
17 november 1995,1995-11-17
31 dec 1985,1984-12-31
fri 9 nov 2018,2018-11-09
25 january 2019,2019-01-25
jan 10 1974,1974-01-10
may 16 1986,1986-05-16
wed 25 sep 2013,2013-09-25
3 september 2018,2018-09-03
tuesday november 6 1973,1973-11-06
saturday 10 december 1983,1983-12-10
tuesday 22 august 1995,1995-08-22
19/03/1996,1996-03-19
friday 19 june 2009,2009-06-19
5 jan 2015,2015-01-05
sat 15 aug 1998,1998-08-15
22 october 1983,1983-10-22
sunday october 20 2013,2013-10-20
25 sep 1980,1980-09-25
17/11/1981,1981-11-17
7 december 1981,1981-12-07
2/14/06,2006-02-14
monday 10 march 2014,2014-03-10
fri 8 jun 1973,1973-06-08
4 november 2010,2010-11-04
22/07/2021,2021-07-22
november 9 2002,2002-11-09
friday april 14 1995,1995-04-14
february 7 1988,1988-02-07
12/7/70,1970-12-07
18 feb 2014,2014-02-18
sep 6 1980,1980-09-06
september 4 1983,1983-09-04
saturday 25 june 1988,1988-06-25
7 feb 2011,2011-02-07
sat 15 aug 1970,1970-08-15
saturday 2 october 1971,1971-10-02
april 3 2007,2007-04-03
thursday 7 january 2021,2021-01-07
9/4/02,2002-09-04
tuesday december 27 2005,2005-12-27
nov 16 1986,1986-11-16
wednesday november 16 2016,2016-11-16
13 mar 2019,2019-03-13
friday 4 december 1970,1970-12-04
tuesday august 9 1988,1988-08-09
monday 3 december 1990,1990-12-03
12 september 2007,2007-09-12
tuesday april 24 2007,2007-04-24
friday 20 october 1989,1989-10-20
july 9 1991,1991-07-09
dec 3 1997,1997-12-03
apr 3 1972,1972-04-03
july 20 1994,1994-07-20
14/07/2016,2016-07-14
10/08/1983,1983-08-10
friday 16 may 2008,2008-05-16
22/11/1995,1995-11-22
7/4/86,1986-07-04
sunday february 27 1977,1977-02-27
thursday december 20 1990,1990-12-20
mar 23 2018,2018-03-23
17/10/1977,1977-10-17
13 march 1973,1973-03-13
may 28 2021,2021-05-28
mon 15 mar 1999,1999-03-15
saturday july 26 1986,1986-07-26
1/19/82,1982-01-19
september 9 1998,1998-09-09
sunday 13 september 2015,2015-09-13
april 25 1993,1993-04-25
dec 5 2014,2014-12-05
sun 20 mar 2016,2016-03-20
14/01/1970,1970-01-14
19 mar 1994,1994-03-19
10/4/83,1983-10-04
23 may 1979,1979-05-23
december 6 1974,1974-12-06
aug 8 2003,2003-08-08
fri 13 jun 2008,2008-06-13
wed 29 jun 1977,1977-06-29
6/18/02,2002-06-18
6 june 1973,1973-06-06
thursday june 3 2004,2004-06-03
thursday 21 june 2018,2018-06-21
fri 13 jun 1986,1986-06-13
apr 18 1981,1981-04-18
sunday march 31 2019,2019-03-31
17 march 1978,1978-03-17
saturday october 14 2000,2000-10-14
28 may 1976,1976-05-28
friday 23 july 2004,2004-07-23
tuesday 5 march 2013,2013-03-05
15 jul 2007,2007-07-15
17/04/1982,1982-04-17
monday march 26 2012,2012-03-26
9/25/74,1974-09-25
2/8/99,1999-02-08
sun 29 dec 1996,1996-12-29
